Country,Vessel,Cruise,Log,Year,Month,Day,Species,ChUppDepth,ChLowDepth,SA
NL,PBVO,HERAS2015,376,2015,6,30,HER,0,50,652.34
NL,PBVO,HERAS2015,376,2015,6,30,HER,50,100,48.58
NL,PBVO,HERAS2015,376,2015,6,30,HER,100,150,25.03
NL,PBVO,HERAS2015,377,2015,6,30,HER,0,50,1996.78
NL,PBVO,HERAS2015,377,2015,6,30,HER,50,100,7.57
NL,PBVO,HERAS2015,377,2015,6,30,HER,100,150,24.6
NL,PBVO,HERAS2015,378,2015,6,30,HER,0,50,1653.41
NL,PBVO,HERAS2015,378,2015,6,30,HER,50,100,60.32
NL,PBVO,HERAS2015,378,2015,6,30,HER,100,150,76.76
NL,PBVO,HERAS2015,379,2015,6,30,HER,0,50,1899.81
NL,PBVO,HERAS2015,379,2015,6,30,HER,50,100,426.58
NL,PBVO,HERAS2015,379,2015,6,30,HER,100,150,1274.18
NL,PBVO,HERAS2015,380,2015,6,30,HER,0,50,595.07
NL,PBVO,HERAS2015,380,2015,6,30,HER,50,100,177.16
NL,PBVO,HERAS2015,380,2015,6,30,HER,100,150,949.1
NL,PBVO,HERAS2015,383,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,383,2015,6,30,HER,50,100,31.09
NL,PBVO,HERAS2015,383,2015,6,30,HER,100,150,317.44
NL,PBVO,HERAS2015,384,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,384,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,384,2015,6,30,HER,100,150,104.65
NL,PBVO,HERAS2015,385,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,385,2015,6,30,HER,50,100,10.37
NL,PBVO,HERAS2015,385,2015,6,30,HER,100,150,150.58
NL,PBVO,HERAS2015,386,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,386,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,386,2015,6,30,HER,100,150,256.36
NL,PBVO,HERAS2015,387,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,387,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,387,2015,6,30,HER,100,150,107.37
NL,PBVO,HERAS2015,388,2015,6,30,HER,0,50,126.94
NL,PBVO,HERAS2015,388,2015,6,30,HER,50,100,3.41
NL,PBVO,HERAS2015,388,2015,6,30,HER,100,150,43.04
NL,PBVO,HERAS2015,389,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,389,2015,6,30,HER,50,100,1079.42
NL,PBVO,HERAS2015,389,2015,6,30,HER,100,150,63.05
NL,PBVO,HERAS2015,390,2015,6,30,HER,0,50,0
NL,PBVO,HERAS2015,390,2015,6,30,HER,50,100,310.82
NL,PBVO,HERAS2015,390,2015,6,30,HER,100,150,303.68
NL,PBVO,HERAS2015,391,2015,6,30,HER,0,50,2704.3
NL,PBVO,HERAS2015,391,2015,6,30,HER,50,100,2.71
NL,PBVO,HERAS2015,391,2015,6,30,HER,100,150,352.07
NL,PBVO,HERAS2015,392,2015,6,30,HER,0,50,1088.3
NL,PBVO,HERAS2015,392,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,392,2015,6,30,HER,100,150,83.35
NL,PBVO,HERAS2015,393,2015,6,30,HER,0,50,523.99
NL,PBVO,HERAS2015,393,2015,6,30,HER,50,100,0
NL,PBVO,HERAS2015,393,2015,6,30,HER,100,150,54.61
NL,PBVO,HERAS2015,394,2015,6,30,HER,0,50,1325.42
NL,PBVO,HERAS2015,394,2015,6,30,HER,50,100,0
